Serial;Serial Resposta;Software;Marca;Modelo;Status;Local Fisico;Data Compra;Data Envio;Data Cobranca;Valor Cobranca;Forma Aquisicao;Local Cobranca;Operadora;Serial Chip;PDV
'17213CT32291767';'17213CT32291767';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;11/12/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291768';'17213CT32291768';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;29/07/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291769';'17213CT32291769';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA;29/11/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291770';'17213CT32291770';CLOUDWALK;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291771';'17213CT32291771';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - FUNCION;29/11/2017;29/07/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291772';'17213CT32291772';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;04/10/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291776';'17213CT32291776';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA;29/11/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291778';'17213CT32291778';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;29/08/2020;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291779';'17213CT32291779';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;RESSARCIMENTOS;29/11/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213ct32291780';'17213ct32291780';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA;29/11/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291782';'17213CT32291782';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;24/08/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291783';'17213CT32291783';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;25/01/2018;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291784';'17213CT32291784';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;04/10/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291785';'17213CT32291785';Sem Info;INGENICO;ICT 250;CONFIGURADO;Sem Info;29/11/2017;01/01/1900;30/01/2018;109,90;Aluguel;Brasilcard;;'';014140;
'17213CT32291787';'17213CT32291787';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291789';'17213CT32291789';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;RESSARCIMENTOS;29/11/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291790';'17213CT32291790';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;29/07/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291791';'17213CT32291791';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;04/01/2017;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291792';'17213CT32291792';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;04/10/2017;09/07/2020;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291793';'17213CT32291793';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;04/10/2017;21/08/2020;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291794';'17213CT32291794';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;27/08/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291795';'17213CT32291795';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;04/10/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291796';'17213CT32291796';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;30/08/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291797';'17213CT32291797';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;04/10/2017;10/10/2017;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291798';'17213CT32291798';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA;29/11/2017;12/01/2018;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291799';'17213CT32291799';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;11/03/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213ct32291800';'17213ct32291800';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;04/12/2017;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291801';'17213CT32291801';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;26/01/2018;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291802';'17213CT32291802';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;23/01/2018;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291803';'17213CT32291803';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291804';'17213CT32291804';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA;29/11/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213ct32291805';'17213ct32291805';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;03/10/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291806';'17213CT32291806';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - FUNCION;29/11/2017;24/08/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291807';'17213CT32291807';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;04/10/2017;29/07/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291808';'17213CT32291808';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;29/07/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291809';'17213CT32291809';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - FUNCION;04/10/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291810';'17213CT32291810';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA;29/11/2017;30/08/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291812';'17213CT32291812';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291813';'17213CT32291813';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;23/01/2018;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291815';'17213CT32291815';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;04/10/2017;24/09/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291820';'17213CT32291820';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;02/09/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291822';'17213CT32291822';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - FUNCION;29/11/2017;29/07/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291823';'17213CT32291823';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;30/08/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291824';'17213CT32291824';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;04/10/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291827';'17213CT32291827';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - FUNCION;29/11/2017;04/01/2018;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213ct32291828';'17213ct32291828';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;18/11/2020;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291829';'17213CT32291829';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;30/06/2020;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291830';'17213CT32291830';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;04/10/2017;01/11/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291831';'17213CT32291831';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213ct32291832';'17213ct32291832';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291833';'17213CT32291833';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;29/07/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291834';'17213CT32291834';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;04/10/2017;30/08/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291835';'17213CT32291835';Sem Info;INGENICO;ICT 250;CONFIGURADO;Sem Info;29/11/2017;01/01/1900;08/01/2018;109,90;Aluguel;Brasilcard;;'';020756;
'17213CT32291837';'17213CT32291837';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291839';'17213CT32291839';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291840';'17213CT32291840';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;04/10/2017;31/07/2020;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291841';'17213CT32291841';CLOUDWALK;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291842';'17213CT32291842';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA;29/11/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291843';'17213CT32291843';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;29/11/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17213CT32291844';'17213CT32291844';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;04/10/2017;28/12/2020;01/01/1900;0,00;-;Brasilcard;;'';000000;
'30598618';'30598618';EXPANSIVA;INGENICO;SAGEM EFT 930;ESTOQUE;BAIXA DE POS;01/01/2012;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'30646568';'30646568';EXPANSIVA;INGENICO;SAGEM EFT 930;ESTOQUE;BAIXA DE POS;01/01/2012;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'30646595';'30646595';Sem Info;INGENICO;SAGEM EFT 930;ESTOQUE;BAIXA DE POS;01/01/2012;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'30599903';'30599903';EXPANSIVA;INGENICO;SAGEM EFT 930;ESTOQUE;BAIXA DE POS;01/01/2012;04/02/2020;01/01/1900;0,00;-;Brasilcard;;'';000000;
'12356CT31219698';'0000135631219698';CLOUDWALK;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/1999;27/02/2020;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13283CT31528655';'0000231131528655';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - FUNCION;01/01/1999;04/03/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13011CT31230309';'0000135631230309';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/1999;18/12/2018;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31551077';'0000231131551077';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - FUNCION;01/01/1999;25/06/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13283CT31528285';'0000231131528285';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/1999;03/05/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'14049CT31568947';'0000231131568947';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - FUNCION;01/01/1999;25/09/2020;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13011CT31230102';'13011CT31230102';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/1999;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17144CT32275649';'17144CT32275649';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32275667';'17145CT32275667';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;11/10/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32275689';'17145CT32275689';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;14/10/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32275663';'17145CT32275663';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32275706';'17145CT32275706';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32275718';'17145CT32275718';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA;05/04/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32275678';'17145CT32275678';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32275727';'17145CT32275727';Sem Info;INGENICO;ICT 250;ESTOQUE;BAIXA DE POS;11/04/2018;13/08/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32275749';'17145CT32275749';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - FUNCION;05/04/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32276199';'17145CT32276199';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;04/10/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32275695';'17145CT32275695';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;RESSARCIMENTOS;05/04/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32276215';'17145CT32276215';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32276243';'17145CT32276243';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;RESSARCIMENTOS;05/04/2018;28/08/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32275709';'17145CT32275709';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;12/04/2018;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32276248';'17145CT32276248';Sem Info;INGENICO;ICT 250;ESTOQUE;BAIXA DE POS;05/04/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32276222';'17145CT32276222';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA;05/04/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32275723';'17145CT32275723';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;05/10/2020;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32276204';'17145CT32276204';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32275752';'17145CT32275752';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32275735';'17145CT32275735';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;RESSARCIMENTOS;05/04/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32275733';'17145CT32275733';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32275780';'17145CT32275780';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;11/04/2018;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32275720';'17145CT32275720';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;28/08/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32275708';'17145CT32275708';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;27/08/2020;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32276211';'17145CT32276211';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - FUNCION;05/04/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32275694';'17145CT32275694';Sem Info;INGENICO;ICT 250;CONFIGURADO;Sem Info;05/04/2018;01/01/1900;11/04/2018;109,90;Aluguel;Brasilcard;;'';014963;
'17145CT32275677';'17145CT32275677';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;11/04/2018;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32276230';'17145CT32276230';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32275661';'17145CT32275661';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;29/08/2020;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32276258';'17145CT32276258';Sem Info;INGENICO;ICT 250;ESTOQUE;BAIXA DE POS;05/04/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32276266';'17145CT32276266';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32276236';'17145CT32276236';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32276212';'17145CT32276212';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA;05/04/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32276058';'17145CT32276058';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - FUNCION;05/04/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32275746';'17145CT32275746';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;20/09/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32275725';'17145CT32275725';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32275711';'17145CT32275711';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32275700';'17145CT32275700';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;17/04/2018;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32275687';'17145CT32275687';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17145CT32275666';'17145CT32275666';EXPANSIVA;INGENICO;ICT 250;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'16308WL34004479';'16308WL34004479';EXPANSIVA;INGENICO;IWL 251;CONFIGURADO;LOJISTA;05/04/2018;30/09/2019;03/10/2019;109,90;Aluguel;Brasilcard;;'';032758;
'16308WL34004562';'16308WL34004562';EXPANSIVA;INGENICO;IWL 251;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'16308WL34004490';'16308WL34004490';EXPANSIVA;INGENICO;IWL 251;ESTOQUE;POS ANTIGA - FUNCION;05/04/2018;23/09/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'16308wl34004500';'16308wl34004500';EXPANSIVA;INGENICO;IWL 251;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;27/09/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'16308wl34004485';'16308wl34004485';EXPANSIVA;INGENICO;IWL 251;ESTOQUE;POS ANTIGA - FUNCION;05/04/2018;29/07/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'16308wl34004549';'16308wl34004549';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;09/10/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'16308wl34004718';'16308wl34004718';EXPANSIVA;INGENICO;IWL 251;CONFIGURADO;LOJISTA;05/04/2018;25/09/2019;25/09/2019;89,90;Aluguel;Brasilcard;;'';033482;
'16308wl34004646';'16308wl34004646';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;30/09/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'16308WL34004473';'16308WL34004473';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;05/04/2018;10/05/2018;01/01/1900;0,00;-;Brasilcard;;'';000000;
'16308wl34004540';'16308wl34004540';EXPANSIVA;INGENICO;IWL280;ESTOQUE;POS ANTIGA - FUNCION;05/04/2018;29/07/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17333WL34678173';'17333WL34678173';EXPANSIVA;INGENICO;IWL 251;ESTOQUE;RESSARCIMENTOS;17/05/2018;22/01/2020;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17333WL34678258';'17333WL34678258';EXPANSIVA;INGENICO;IWL 251;ESTOQUE;POS ANTIGA - DANIFIC;17/05/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17333WL34678099';'17333WL34678099';EXPANSIVA;INGENICO;IWL 251;ESTOQUE;POS ANTIGA - DANIFIC;17/05/2018;20/09/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17333WL34678698';'17333WL34678698';EXPANSIVA;INGENICO;IWL 251;ESTOQUE;POS ANTIGA - FUNCION;17/05/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17333WL34678688';'17333WL34678688';EXPANSIVA;INGENICO;IWL 251;ESTOQUE;POS ANTIGA - FUNCION;17/05/2018;30/07/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17333WL34678115';'17333WL34678115';EXPANSIVA;INGENICO;IWL 251;ESTOQUE;POS ANTIGA - FUNCION;17/05/2018;29/07/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17333WL34678126';'17333WL34678126';EXPANSIVA;INGENICO;IWL 251;ESTOQUE;POS ANTIGA - DANIFIC;17/05/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17333WL34677468';'17333WL34677468';EXPANSIVA;INGENICO;IWL 251;ESTOQUE;POS ANTIGA - DANIFIC;17/05/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17333WL34678691';'17333WL34678691';EXPANSIVA;INGENICO;IWL 251;ESTOQUE;POS ANTIGA - FUNCION;17/05/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17332WL34675990';'17332WL34675990';EXPANSIVA;INGENICO;IWL 251;ESTOQUE;BOLT_ADM;17/05/2018;30/07/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17333WL34679497';'17333WL34679497';EXPANSIVA;INGENICO;IWL 251;ESTOQUE;POS ANTIGA - FUNCION;17/05/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17333WL34679526';'17333WL34679526';EXPANSIVA;INGENICO;IWL 251;ESTOQUE;POS ANTIGA - FUNCION;17/05/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17333WL34679514';'17333WL34679514';EXPANSIVA;INGENICO;IWL 251;ESTOQUE;POS ANTIGA - DANIFIC;17/05/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'17333WL34679437';'17333WL34679437';EXPANSIVA;INGENICO;IWL 251;ESTOQUE;POS ANTIGA - FUNCION;17/05/2018;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
